lat,lon,elev_navd88_ft,street
40.408058,-73.995646,9.38,Sandpiper
40.407852,-73.995761,7.97,Sandpiper
40.407645,-73.995877,8.17,Sandpiper
40.40744,-73.995998,7.55,Sandpiper
40.407239,-73.996129,7.32,Sandpiper
40.407037,-73.996258,6.99,Sandpiper
40.406839,-73.996396,6.69,Sandpiper
40.406661,-73.996571,7.22,Sandpiper
40.406474,-73.996728,6.76,Sandpiper
40.406278,-73.996871,6.79,Sandpiper
40.406099,-73.997047,7.91,Sandpiper
40.406075,-73.997069,7.97,Sandpiper
40.393383,-73.977231,6.2,Highlands Court
40.39333,-73.976946,7.84,Highlands Court
40.393258,-73.976667,8.69,Highlands Court
40.393189,-73.976386,8.99,Highlands Court
40.393124,-73.976104,7.61,Highlands Court
40.393001,-73.975966,6.59,Highlands Court
40.392855,-73.976173,8.43,Highlands Court
40.392744,-73.97643,9.15,Highlands Court
40.392637,-73.976689,8.2,Highlands Court
40.392526,-73.976944,7.64,Highlands Court
40.392473,-73.977113,6.5,Highlands Court
40.395576,-73.98402,93.34,Oceanview Terrace
40.395351,-73.984025,95.6,Oceanview Terrace
40.395127,-73.984024,97.11,Oceanview Terrace
40.394903,-73.984003,97.38,Oceanview Terrace
40.394681,-73.983959,98.26,Oceanview Terrace
40.394582,-73.983938,98.36,Oceanview Terrace
40.408177,-73.995998,10.04,Sandpiper
40.408086,-73.995728,9.71,Sandpiper
40.408007,-73.995503,9.58,Sandpiper
40.407453,-73.991196,4.27,Huddy Avenue
40.407255,-73.991335,3.94,Huddy Avenue
40.407057,-73.991475,3.61,Huddy Avenue
40.406859,-73.991614,3.48,Huddy Avenue
40.406661,-73.991753,3.31,Huddy Avenue
40.406464,-73.991893,3.28,Huddy Avenue
40.406266,-73.992034,3.54,Huddy Avenue
40.406069,-73.992174,3.94,Huddy Avenue
40.405871,-73.992313,3.67,Huddy Avenue
40.405672,-73.992452,4.04,Huddy Avenue
40.405474,-73.992591,4.2,Huddy Avenue
40.405276,-73.99273,4.23,Huddy Avenue
40.405079,-73.99287,4.3,Huddy Avenue
40.404881,-73.99301,4.76,Huddy Avenue
40.404683,-73.99315,4.63,Huddy Avenue
40.404485,-73.993289,5.48,Huddy Avenue
40.404287,-73.993428,5.91,Huddy Avenue
40.404098,-73.993561,7.64,Huddy Avenue
40.398634,-73.992563,112.2,North Peak Street
40.398626,-73.992803,118.77,North Peak Street
40.398834,-73.992705,123.29,North Peak Street
40.399021,-73.992544,133.66,North Peak Street
40.399212,-73.99239,136.25,North Peak Street
40.39941,-73.992249,138.52,North Peak Street
40.399607,-73.992108,142.49,North Peak Street
40.399794,-73.991946,144.88,North Peak Street
40.399977,-73.991775,145.7,North Peak Street
40.406723,-73.989423,4.92,Sea Drift Avenue
40.406535,-73.989439,4.82,Sea Drift Avenue
40.406336,-73.989578,4.79,Sea Drift Avenue
40.406138,-73.989716,4.66,Sea Drift Avenue
40.40594,-73.989855,4.27,Sea Drift Avenue
40.405742,-73.989993,3.87,Sea Drift Avenue
40.405544,-73.990133,4.27,Sea Drift Avenue
40.405346,-73.990273,4.4,Sea Drift Avenue
40.405149,-73.990413,4.82,Sea Drift Avenue
40.404951,-73.990553,5.12,Sea Drift Avenue
40.404753,-73.990693,4.86,Sea Drift Avenue
40.404556,-73.990833,4.86,Sea Drift Avenue
40.404358,-73.990973,4.86,Sea Drift Avenue
40.40416,-73.991113,4.79,Sea Drift Avenue
40.403963,-73.991253,4.69,Sea Drift Avenue
40.403765,-73.991393,4.79,Sea Drift Avenue
40.403567,-73.991533,5.02,Sea Drift Avenue
40.40337,-73.991673,5.12,Sea Drift Avenue
40.403172,-73.991812,7.41,Sea Drift Avenue
40.403124,-73.991846,8.04,Sea Drift Avenue
40.397592,-73.984639,82.05,Light House Road
40.397588,-73.98492,94.09,Light House Road
40.397603,-73.985214,105.09,Light House Road
40.397597,-73.985508,114.63,Light House Road
40.397565,-73.9858,122.97,Light House Road
40.397519,-73.986088,130.97,Light House Road
40.39741,-73.986343,140.16,Light House Road
40.397229,-73.986514,150.82,Light House Road
40.397117,-73.98653,157.22,Light House Road
40.394603,-73.982023,44.95,Oceanview Avenue
40.394827,-73.982005,42.91,Oceanview Avenue
40.395052,-73.981988,41.83,Oceanview Avenue
40.395171,-73.981978,41.37,Oceanview Avenue
40.403463,-74.008996,94.13,Van Kirk Avenue
40.403241,-74.009027,90.19,Van Kirk Avenue
40.403022,-74.009092,89.9,Van Kirk Avenue
40.402802,-74.00915,95.96,Van Kirk Avenue
40.402583,-74.009217,104.13,Van Kirk Avenue
40.402364,-74.009284,110.53,Van Kirk Avenue
40.402146,-74.009351,118.47,Van Kirk Avenue
40.402026,-74.009421,123.33,Van Kirk Avenue
40.401094,-73.984303,3.74,Jackson Street
40.400929,-73.984503,3.54,Jackson Street
40.400761,-73.984699,3.84,Jackson Street
40.400594,-73.984896,3.81,Jackson Street
40.400426,-73.985092,4.59,Jackson Street
40.401281,-73.98345,3.81,Jackson Street
40.401248,-73.983742,3.77,Jackson Street
40.401214,-73.984033,3.84,Jackson Street
40.401182,-73.984315,3.61,Jackson Street
40.401416,-73.982848,4.4,Jackson Street
40.401382,-73.98314,4.04,Jackson Street
40.401346,-73.983431,3.54,Jackson Street
40.406124,-73.997154,7.64,Marie Place
40.404019,-73.986238,5.41,Valley Street
40.403843,-73.986421,6.56,Valley Street
40.403667,-73.986604,7.05,Valley Street
40.403483,-73.986772,7.64,Valley Street
40.403297,-73.986938,5.61,Valley Street
40.403112,-73.987106,5.05,Valley Street
40.402928,-73.987275,4.46,Valley Street
40.402744,-73.987444,3.61,Valley Street
40.402561,-73.987614,3.87,Valley Street
40.402377,-73.987784,3.87,Valley Street
40.402197,-73.98796,3.61,Valley Street
40.402015,-73.988132,3.41,Valley Street
40.401831,-73.988302,3.97,Valley Street
40.40165,-73.988475,4.33,Valley Street
40.401463,-73.988639,4.99,Valley Street
40.401364,-73.988725,6.63,Valley Street
40.40734,-73.990919,4.27,Marine Place
40.407446,-73.991178,4.13,Marine Place
40.407552,-73.991438,4.3,Marine Place
40.407659,-73.991698,4.59,Marine Place
40.407768,-73.991956,4.46,Marine Place
40.40788,-73.992211,4.66,Marine Place
40.406833,-73.98968,4.72,Marine Place
40.406942,-73.989938,4.53,Marine Place
40.407049,-73.990197,4.76,Marine Place
40.407087,-73.99029,4.82,Marine Place
40.399183,-73.983275,4.2,Bay Avenue
40.399329,-73.983499,4.36,Bay Avenue
40.399475,-73.983723,4.49,Bay Avenue
40.399624,-73.983944,4.82,Bay Avenue
40.399774,-73.984164,4.92,Bay Avenue
40.399924,-73.984383,5.28,Bay Avenue
40.400076,-73.984601,5.35,Bay Avenue
40.400222,-73.984825,5.05,Bay Avenue
40.400368,-73.985049,4.66,Bay Avenue
40.40052,-73.985265,4.49,Bay Avenue
40.40067,-73.985485,4.36,Bay Avenue
40.40082,-73.985704,4.1,Bay Avenue
40.400968,-73.985927,3.58,Bay Avenue
40.401061,-73.98607,3.38,Bay Avenue
40.397999,-74.020585,51.28,Navesink Avenue
40.398107,-74.020326,53.35,Navesink Avenue
40.398214,-74.020067,55.38,Navesink Avenue
40.398321,-74.019808,56.59,Navesink Avenue
40.398428,-74.019549,57.19,Navesink Avenue
40.398536,-74.01929,57.28,Navesink Avenue
40.398645,-74.019032,57.41,Navesink Avenue
40.398754,-74.018774,57.02,Navesink Avenue
40.398864,-74.018517,56.46,Navesink Avenue
40.398973,-74.018259,55.97,Navesink Avenue
40.399082,-74.018001,55.35,Navesink Avenue
40.399191,-74.017744,55.51,Navesink Avenue
40.3993,-74.017486,54.89,Navesink Avenue
40.399409,-74.017228,53.84,Navesink Avenue
40.399518,-74.01697,52.56,Navesink Avenue
40.399624,-74.01671,50.82,Navesink Avenue
40.399733,-74.016452,48.92,Navesink Avenue
40.399843,-74.016195,48.92,Navesink Avenue
40.399954,-74.015939,49.28,Navesink Avenue
40.400064,-74.015682,50.2,Navesink Avenue
40.400175,-74.015425,51.08,Navesink Avenue
40.400286,-74.015169,52.36,Navesink Avenue
40.400397,-74.014912,54.3,Navesink Avenue
40.400505,-74.014654,56.43,Navesink Avenue
40.400612,-74.014395,58.33,Navesink Avenue
40.400719,-74.014136,60.2,Navesink Avenue
40.400826,-74.013876,62.3,Navesink Avenue
40.400951,-74.013632,64.57,Navesink Avenue
40.401107,-74.01342,65.91,Navesink Avenue
40.401267,-74.013213,67.29,Navesink Avenue
40.401431,-74.013011,68.47,Navesink Avenue
40.401595,-74.01281,69.82,Navesink Avenue
40.401759,-74.012609,71.06,Navesink Avenue
40.401924,-74.012408,72.24,Navesink Avenue
40.402084,-74.012201,73.52,Navesink Avenue
40.402243,-74.011993,75.07,Navesink Avenue
40.402401,-74.011784,76.54,Navesink Avenue
40.402548,-74.011561,77.76,Navesink Avenue
40.402667,-74.011311,79.23,Navesink Avenue
40.402767,-74.011048,80.54,Navesink Avenue
40.40286,-74.010779,81.73,Navesink Avenue
40.402952,-74.01051,82.68,Navesink Avenue
40.403043,-74.010241,84.09,Navesink Avenue
40.403134,-74.009971,85.5,Navesink Avenue
40.403225,-74.009701,87.11,Navesink Avenue
40.403315,-74.009431,89.11,Navesink Avenue
40.403407,-74.009162,92.19,Navesink Avenue
40.403498,-74.008893,95.34,Navesink Avenue
40.403591,-74.008624,98.72,Navesink Avenue
40.403683,-74.008355,102.13,Navesink Avenue
40.403775,-74.008086,105.61,Navesink Avenue
40.403867,-74.007817,109.15,Navesink Avenue
40.403961,-74.007549,112.7,Navesink Avenue
40.404055,-74.007281,116.7,Navesink Avenue
40.404149,-74.007013,121.78,Navesink Avenue
40.404242,-74.006745,126.94,Navesink Avenue
40.404253,-74.006715,127.59,Navesink Avenue
40.402724,-73.984524,2.89,North Street
40.402906,-73.984352,3.48,North Street
40.403051,-73.984217,3.81,North Street
40.401249,-73.98591,3.48,North Street
40.401432,-73.985739,3.61,North Street
40.401614,-73.985567,3.48,North Street
40.401797,-73.985395,3.61,North Street
40.401979,-73.985224,3.71,North Street
40.402162,-73.985052,3.58,North Street
40.402345,-73.984881,3.51,North Street
40.402527,-73.984709,3.58,North Street
40.400163,-73.984073,4.79,Kay Street
40.400248,-73.98381,4.56,Kay Street
40.400283,-73.983519,4.3,Kay Street
40.400314,-73.983265,4.4,Kay Street
40.402247,-73.993757,86.88,Waddell Avenue
40.402448,-73.993625,84.94,Waddell Avenue
40.402648,-73.993491,84.06,Waddell Avenue
40.402849,-73.993359,82.87,Waddell Avenue
40.403051,-73.993231,74.84,Waddell Avenue
40.403184,-73.993147,71.1,Waddell Avenue
40.404117,-74.006614,129.59,Raritan Avenue
40.403893,-74.006617,130.64,Raritan Avenue
40.40367,-74.006651,126.8,Raritan Avenue
40.403449,-74.006707,121.52,Raritan Avenue
40.40323,-74.006769,117.81,Raritan Avenue
40.40301,-74.00683,116.27,Raritan Avenue
40.402903,-74.006856,115.19,Raritan Avenue
40.406213,-74.004491,181.1,Scenic Drive
40.406398,-74.004324,183.3,Scenic Drive
40.406538,-74.004097,188.12,Scenic Drive
40.406574,-74.003809,188.16,Scenic Drive
40.406533,-74.00352,186.88,Scenic Drive
40.406463,-74.003239,185.56,Scenic Drive
40.406368,-74.002974,184.71,Scenic Drive
40.406239,-74.002733,185.89,Scenic Drive
40.406099,-74.002501,187.83,Scenic Drive
40.405962,-74.002268,189.96,Scenic Drive
40.405827,-74.002033,192.85,Scenic Drive
40.405691,-74.001798,196.36,Scenic Drive
40.405559,-74.001559,199.87,Scenic Drive
40.405567,-74.001284,201.67,Scenic Drive
40.405775,-74.001247,203.31,Scenic Drive
40.405968,-74.001397,206.27,Scenic Drive
40.40616,-74.00155,209.71,Scenic Drive
40.405275,-74.007271,153.58,Buttermilk Ridge Road
40.405059,-74.007341,149.18,Buttermilk Ridge Road
40.404889,-74.007532,147.67,Buttermilk Ridge Road
40.404825,-74.007807,153.18,Buttermilk Ridge Road
40.404863,-74.008097,156.07,Buttermilk Ridge Road
40.404903,-74.008387,157.32,Buttermilk Ridge Road
40.405059,-74.008557,158.79,Buttermilk Ridge Road
40.405252,-74.008412,161.61,Buttermilk Ridge Road
40.40533,-74.008164,161.02,Buttermilk Ridge Road
40.40522,-74.007907,158.27,Buttermilk Ridge Road
40.40503,-74.00781,155.28,Buttermilk Ridge Road
40.398608,-73.983883,10.24,South Street
40.398769,-73.983682,6.33,South Street
40.398948,-73.983506,5.05,South Street
40.399128,-73.983329,4.0,South Street
40.399301,-73.983141,3.84,South Street
40.399383,-73.98308,4.1,South Street
40.398413,-73.987768,68.04,South Peak Street
40.398191,-73.987726,70.31,South Peak Street
40.397969,-73.987681,73.46,South Peak Street
40.397747,-73.987635,75.69,South Peak Street
40.397525,-73.987589,78.25,South Peak Street
40.397303,-73.987543,81.0,South Peak Street
40.397093,-73.987456,88.42,South Peak Street
40.39691,-73.987288,108.07,South Peak Street
40.396797,-73.987043,124.05,South Peak Street
40.39649,-73.98793,103.71,South Peak Street
40.396693,-73.987805,97.8,South Peak Street
40.396896,-73.987679,91.54,South Peak Street
40.3971,-73.987554,85.27,South Peak Street
40.397164,-73.987514,83.89,South Peak Street
40.396688,-73.982707,44.16,Highland Avenue
40.396699,-73.983002,48.72,Highland Avenue
40.396713,-73.983296,54.27,Highland Avenue
40.396834,-73.983537,59.94,Highland Avenue
40.396986,-73.983754,64.99,Highland Avenue
40.397141,-73.983967,69.39,Highland Avenue
40.397298,-73.984178,73.65,Highland Avenue
40.397455,-73.984389,77.53,Highland Avenue
40.397707,-73.984876,83.37,Highland Avenue
40.397816,-73.985133,84.78,Highland Avenue
40.397913,-73.9854,85.83,Highland Avenue
40.398012,-73.985664,86.35,Highland Avenue
40.398055,-73.985952,86.02,Highland Avenue
40.398062,-73.986243,83.56,Highland Avenue
40.397982,-73.986519,80.48,Highland Avenue
40.398007,-73.986795,78.64,Highland Avenue
40.398117,-73.987052,77.1,Highland Avenue
40.398226,-73.987309,74.77,Highland Avenue
40.398332,-73.987569,70.14,Highland Avenue
40.398552,-73.988084,67.91,Highland Avenue
40.398661,-73.988341,69.62,Highland Avenue
40.398766,-73.988602,72.74,Highland Avenue
40.398874,-73.98886,77.82,Highland Avenue
40.398988,-73.989114,82.84,Highland Avenue
40.399098,-73.989372,86.38,Highland Avenue
40.399208,-73.989629,87.66,Highland Avenue
40.399327,-73.989878,83.6,Highland Avenue
40.399463,-73.990113,77.0,Highland Avenue
40.399615,-73.990329,69.88,Highland Avenue
40.399677,-73.990399,68.83,Highland Avenue
40.396641,-73.982423,39.17,Highland Avenue
40.396526,-73.98217,30.41,Highland Avenue
40.396415,-73.981914,21.59,Highland Avenue
40.396372,-73.981628,13.32,Highland Avenue
40.39636,-73.98137,10.17,Highland Avenue
40.402415,-73.994631,75.72,Rogers Street
40.402616,-73.9945,76.51,Rogers Street
40.402816,-73.994365,78.18,Rogers Street
40.403015,-73.994229,78.35,Rogers Street
40.403209,-73.994081,74.7,Rogers Street
40.403401,-73.993928,66.47,Rogers Street
40.403552,-73.993817,61.12,Rogers Street
40.398187,-73.98949,131.0,Woodland Street
40.398412,-73.989492,119.29,Woodland Street
40.398631,-73.989439,106.1,Woodland Street
40.39881,-73.989273,92.72,Woodland Street
40.40642,-73.991555,3.35,Recreation Place
40.406527,-73.991814,2.89,Recreation Place
40.406632,-73.992075,3.38,Recreation Place
40.406737,-73.992336,3.48,Recreation Place
40.406842,-73.992596,3.97,Recreation Place
40.406948,-73.992856,4.33,Recreation Place
40.407055,-73.99311,4.1,Recreation Place
40.405759,-73.989981,3.94,Recreation Place
40.405867,-73.99024,4.17,Recreation Place
40.405975,-73.990498,4.07,Recreation Place
40.406081,-73.990758,3.84,Recreation Place
40.406187,-73.991018,3.84,Recreation Place
40.406255,-73.991184,3.81,Recreation Place
40.403443,-74.004775,191.86,Erie Road
40.403237,-74.00466,189.99,Erie Road
40.40304,-74.004519,189.27,Erie Road
40.402851,-74.004361,188.88,Erie Road
40.402849,-74.004092,194.13,Erie Road
40.402904,-74.003806,197.21,Erie Road
40.402889,-74.003513,195.18,Erie Road
40.402882,-74.003406,193.57,Erie Road
40.398914,-73.983907,5.94,South 2nd Street
40.399057,-73.984135,6.43,South 2nd Street
40.3992,-73.984362,6.36,South 2nd Street
40.399346,-73.984586,6.2,South 2nd Street
40.399493,-73.984809,5.64,South 2nd Street
40.399641,-73.985031,5.71,South 2nd Street
40.399667,-73.985071,5.74,South 2nd Street
40.402202,-73.989464,3.64,South 2nd Street
40.40207,-73.989226,3.67,South 2nd Street
40.401937,-73.988987,3.58,South 2nd Street
40.401805,-73.988749,3.87,South 2nd Street
40.401673,-73.988511,3.9,South 2nd Street
40.399835,-73.984876,5.22,Spring Street
40.400004,-73.984681,5.05,Spring Street
40.40395,-74.00758,112.43,1st Avenue
40.403728,-74.00763,109.58,1st Avenue
40.403509,-74.007692,106.23,1st Avenue
40.403289,-74.007754,103.12,1st Avenue
40.40307,-74.007817,100.56,1st Avenue
40.40285,-74.007879,100.2,1st Avenue
40.402633,-74.007951,102.72,1st Avenue
40.402415,-74.008024,109.22,1st Avenue
40.402197,-74.008096,118.5,1st Avenue
40.401981,-74.008176,128.84,1st Avenue
40.401912,-74.008209,133.63,1st Avenue
40.396024,-73.988165,113.81,Oak Street
40.396026,-73.987871,118.18,Oak Street
40.396029,-73.987618,126.51,Oak Street
40.399042,-73.995707,238.16,Bluff Edge Drive
40.399185,-73.99548,231.56,Bluff Edge Drive
40.399303,-73.99523,226.44,Bluff Edge Drive
40.399317,-73.994939,223.52,Bluff Edge Drive
40.399314,-73.994645,221.95,Bluff Edge Drive
40.399434,-73.9944,221.65,Bluff Edge Drive
40.399637,-73.994293,220.28,Bluff Edge Drive
40.399777,-73.994233,219.36,Bluff Edge Drive
40.403525,-73.988919,8.17,Holly Street
40.403628,-73.989107,6.63,Holly Street
40.405308,-74.004956,169.69,Orchard Avenue
40.405523,-74.004871,170.57,Orchard Avenue
40.405736,-74.004778,174.64,Orchard Avenue
40.405947,-74.004678,178.22,Orchard Avenue
40.406151,-74.004555,180.32,Orchard Avenue
40.392374,-73.976947,4.33,North Way
40.392151,-73.976918,4.82,North Way
40.391927,-73.976889,6.43,North Way
40.402489,-73.985604,4.2,5th Street
40.402623,-73.985841,4.1,5th Street
40.402757,-73.986078,4.43,5th Street
40.402889,-73.986316,4.89,5th Street
40.403018,-73.986557,5.02,5th Street
40.403147,-73.986799,5.25,5th Street
40.403276,-73.987041,6.1,5th Street
40.403405,-73.987282,7.41,5th Street
40.403536,-73.987521,6.56,5th Street
40.403668,-73.98776,5.41,5th Street
40.403799,-73.987999,4.49,5th Street
40.403839,-73.988071,4.33,5th Street
40.401104,-73.999658,207.58,Coquette Lane
40.401154,-73.999371,208.63,Coquette Lane
40.401188,-73.999079,208.66,Coquette Lane
40.401146,-73.998794,206.3,Coquette Lane
40.401022,-73.99855,202.49,Coquette Lane
40.400842,-73.998377,198.98,Coquette Lane
40.40063,-73.99828,196.65,Coquette Lane
40.400522,-73.998046,189.34,Coquette Lane
40.400567,-73.997761,183.86,Coquette Lane
40.400657,-73.997491,180.25,Coquette Lane
40.400721,-73.997209,178.67,Coquette Lane
40.400747,-73.996916,175.89,Coquette Lane
40.400753,-73.996621,171.46,Coquette Lane
40.400776,-73.996328,159.81,Coquette Lane
40.400795,-73.996034,148.59,Coquette Lane
40.400823,-73.995742,139.47,Coquette Lane
40.404074,-74.001242,125.26,Ontario Avenue
40.40385,-74.001233,130.12,Ontario Avenue
40.403626,-74.001212,136.45,Ontario Avenue
40.403402,-74.001185,140.32,Ontario Avenue
40.403182,-74.001126,139.86,Ontario Avenue
40.402962,-74.001065,143.31,Ontario Avenue
40.402741,-74.001016,149.25,Ontario Avenue
40.402519,-74.000975,154.49,Ontario Avenue
40.402295,-74.000948,159.42,Ontario Avenue
40.40416,-73.988687,4.72,Cedar Street
40.403967,-73.988839,5.18,Cedar Street
40.403775,-73.988991,5.71,Cedar Street
40.403341,-73.989089,6.89,Cedar Street
40.403159,-73.989261,5.05,Cedar Street
40.402999,-73.989414,4.66,Cedar Street
40.40592,-73.997358,7.78,Marie Avenue
40.405995,-73.997655,8.53,Bayside Drive
40.394688,-73.982551,54.33,Riker Street
40.394641,-73.982262,48.33,Riker Street
40.394524,-73.984515,131.1,Hillside Ct
40.394748,-73.984521,128.22,Hillside Ct
40.394973,-73.984521,124.77,Hillside Ct
40.395197,-73.984515,122.31,Hillside Ct
40.395421,-73.984508,118.96,Hillside Ct
40.395578,-73.98432,107.35,Hillside Ct
40.395578,-73.984068,95.05,Hillside Ct
40.407925,-73.99249,4.53,Snug Harbor Avenue
40.407728,-73.992632,4.4,Snug Harbor Avenue
40.40753,-73.992772,4.56,Snug Harbor Avenue
40.407333,-73.992912,4.4,Snug Harbor Avenue
40.406938,-73.993194,3.9,Snug Harbor Avenue
40.406742,-73.993337,3.71,Snug Harbor Avenue
40.406545,-73.99348,3.51,Snug Harbor Avenue
40.406349,-73.993623,3.58,Snug Harbor Avenue
40.406153,-73.993767,3.94,Snug Harbor Avenue
40.405954,-73.993905,3.9,Snug Harbor Avenue
40.405755,-73.994042,3.9,Snug Harbor Avenue
40.405557,-73.994179,4.4,Snug Harbor Avenue
40.405359,-73.994318,4.26,Snug Harbor Avenue
40.405172,-73.994455,4.49,Snug Harbor Avenue
40.407712,-73.991827,4.56,Waterwitch Avenue
40.407514,-73.991967,4.46,Waterwitch Avenue
40.407316,-73.992106,4.0,Waterwitch Avenue
40.407119,-73.992246,4.04,Waterwitch Avenue
40.406921,-73.992386,3.67,Waterwitch Avenue
40.406723,-73.992526,3.71,Waterwitch Avenue
40.406526,-73.992668,3.94,Waterwitch Avenue
40.406329,-73.992809,4.3,Waterwitch Avenue
40.406132,-73.992951,4.33,Waterwitch Avenue
40.405935,-73.993093,4.79,Waterwitch Avenue
40.405737,-73.993232,4.49,Waterwitch Avenue
40.405539,-73.99337,4.69,Waterwitch Avenue
40.40534,-73.993507,4.46,Waterwitch Avenue
40.405142,-73.993645,4.53,Waterwitch Avenue
40.404942,-73.99378,4.4,Waterwitch Avenue
40.403906,-73.994941,37.34,Waterwitch Avenue
40.403688,-73.995014,41.77,Waterwitch Avenue
40.403471,-73.995086,46.36,Waterwitch Avenue
40.403253,-73.995159,51.61,Waterwitch Avenue
40.403035,-73.995231,58.4,Waterwitch Avenue
40.402818,-73.995304,65.29,Waterwitch Avenue
40.402599,-73.995373,73.72,Waterwitch Avenue
40.403752,-74.005909,161.19,Delaware Avenue
40.403853,-74.005646,168.7,Delaware Avenue
40.403947,-74.005378,175.46,Delaware Avenue
40.404041,-74.00511,182.22,Delaware Avenue
40.404135,-74.004842,189.27,Delaware Avenue
40.404229,-74.004575,196.19,Delaware Avenue
40.4043,-74.004296,199.93,Delaware Avenue
40.404298,-74.004002,199.02,Delaware Avenue
40.404274,-74.003708,195.28,Delaware Avenue
40.404251,-74.003415,189.3,Delaware Avenue
40.404228,-74.003122,182.81,Delaware Avenue
40.404203,-74.002829,175.72,Delaware Avenue
40.404176,-74.002536,167.29,Delaware Avenue
40.404149,-74.002243,158.27,Delaware Avenue
40.404123,-74.00195,149.18,Delaware Avenue
40.4041,-74.001657,138.68,Delaware Avenue
40.40408,-74.001363,128.48,Delaware Avenue
40.404164,-74.001115,119.91,Delaware Avenue
40.404248,-74.000995,119.09,Delaware Avenue
40.393661,-73.97581,6.27,Mountain View Way
40.393639,-73.976104,6.36,Mountain View Way
40.393616,-73.976397,5.64,Mountain View Way
40.393594,-73.976691,5.41,Mountain View Way
40.393571,-73.976984,5.91,Mountain View Way
40.393563,-73.977086,6.14,Mountain View Way
40.412041,-73.979996,10.37,Hartshorne Drive
40.412263,-73.980042,10.07,Hartshorne Drive
40.412485,-73.980087,9.81,Hartshorne Drive
40.412707,-73.980133,9.45,Hartshorne Drive
40.412928,-73.980179,9.22,Hartshorne Drive
40.413149,-73.980233,8.89,Hartshorne Drive
40.413367,-73.980305,8.6,Hartshorne Drive
40.413579,-73.9804,8.37,Hartshorne Drive
40.414002,-73.980598,8.01,Hartshorne Drive
40.414214,-73.980698,7.64,Hartshorne Drive
40.414424,-73.9808,7.35,Hartshorne Drive
40.414635,-73.980902,7.28,Hartshorne Drive
40.414846,-73.981004,7.12,Hartshorne Drive
40.415057,-73.981106,7.19,Hartshorne Drive
40.415259,-73.981233,6.79,Hartshorne Drive
40.415339,-73.981292,6.4,Hartshorne Drive
40.402164,-73.977879,11.78,Hartshorne Drive
40.40194,-73.977856,11.71,Hartshorne Drive
40.401718,-73.977815,11.68,Hartshorne Drive
40.401498,-73.97776,11.68,Hartshorne Drive
40.401277,-73.977705,11.45,Hartshorne Drive
40.401056,-73.977651,11.42,Hartshorne Drive
40.400837,-73.977586,11.29,Hartshorne Drive
40.400626,-73.977486,11.15,Hartshorne Drive
40.400423,-73.977361,11.29,Hartshorne Drive
40.400223,-73.977226,11.29,Hartshorne Drive
40.400024,-73.97709,11.55,Hartshorne Drive
40.399824,-73.976955,11.32,Hartshorne Drive
40.399623,-73.976823,11.19,Hartshorne Drive
40.399421,-73.976696,10.33,Hartshorne Drive
40.399212,-73.976589,8.73,Hartshorne Drive
40.399138,-73.976552,8.33,Hartshorne Drive
40.415536,-73.981386,6.5,Hartshorne Drive
40.415756,-73.981448,6.1,Hartshorne Drive
40.415971,-73.981531,5.54,Hartshorne Drive
40.416182,-73.98163,5.25,Hartshorne Drive
40.416394,-73.981729,5.15,Hartshorne Drive
40.416606,-73.981827,4.95,Hartshorne Drive
40.416817,-73.981926,4.95,Hartshorne Drive
40.417029,-73.982025,5.15,Hartshorne Drive
40.41724,-73.982124,4.89,Hartshorne Drive
40.41745,-73.98223,5.22,Hartshorne Drive
40.417655,-73.98235,5.71,Hartshorne Drive
40.417858,-73.982476,6.17,Hartshorne Drive
40.418061,-73.982602,6.59,Hartshorne Drive
40.418264,-73.982728,7.05,Hartshorne Drive
40.418467,-73.982854,7.61,Hartshorne Drive
40.418676,-73.982964,7.12,Hartshorne Drive
40.418886,-73.983066,6.89,Hartshorne Drive
40.419098,-73.983162,6.66,Hartshorne Drive
40.419313,-73.983249,6.4,Hartshorne Drive
40.419531,-73.983322,6.23,Hartshorne Drive
40.419749,-73.983392,6.36,Hartshorne Drive
40.419967,-73.983462,6.4,Hartshorne Drive
40.420185,-73.983532,6.5,Hartshorne Drive
40.420403,-73.983604,6.73,Hartshorne Drive
40.420621,-73.983676,6.59,Hartshorne Drive
40.420838,-73.983748,6.43,Hartshorne Drive
40.421056,-73.98382,6.46,Hartshorne Drive
40.421274,-73.983892,6.5,Hartshorne Drive
40.421492,-73.983964,6.4,Hartshorne Drive
40.421709,-73.984036,6.43,Hartshorne Drive
40.421927,-73.984109,6.3,Hartshorne Drive
40.422145,-73.984181,6.27,Hartshorne Drive
40.422363,-73.984253,6.33,Hartshorne Drive
40.423669,-73.984685,6.5,Hartshorne Drive
40.423887,-73.984757,6.46,Hartshorne Drive
40.424105,-73.984829,6.27,Hartshorne Drive
40.424323,-73.984901,6.69,Hartshorne Drive
40.424541,-73.984973,6.46,Hartshorne Drive
40.424758,-73.985045,6.63,Hartshorne Drive
40.424976,-73.985118,6.59,Hartshorne Drive
40.425194,-73.98519,6.46,Hartshorne Drive
40.425412,-73.985262,6.79,Hartshorne Drive
40.425847,-73.985406,6.36,Hartshorne Drive
40.426065,-73.985478,6.53,Hartshorne Drive
40.42619,-73.985519,6.53,Hartshorne Drive
40.399605,-73.983124,3.94,Shrewsbury Avenue
40.399827,-73.983168,4.04,Shrewsbury Avenue
40.400049,-73.983212,4.23,Shrewsbury Avenue
40.400493,-73.983299,4.13,Shrewsbury Avenue
40.400716,-73.983342,4.07,Shrewsbury Avenue
